"meteorite_name","recclass","mass_g","impact_year"
"Dhofar 223","H4","1708",2000
"Dhofar 224","H4","14974",2001
"Dhofar 225","CM-an","90",2001
"Dhofar 226","H6","62",2001
"Dhofar 227","L6","50",2001
"Dhofar 228","L6","3452",2001
"Dhofar 229","H6","716",2000
"Dhofar 230","H4","144",2001
"Dhofar 231","H4","1780",2001
"Dhofar 232","LL6","128",2000
"Dhofar 233","L6","93",2000
"Dhofar 234","H6","98",2000
"Dhofar 235","LL5","394",2000
"Dhofar 236","L4","320",2000
"Dhofar 237","H5","206",2000
"Dhofar 239","H4","4950",2000
"Dhofar 240","L5","82.6",2001
"Dhofar 241","H5/6","451.8",2001
"Dhofar 242","H5","58.4",2001
"Dhofar 243","H6","185.3",2001
"Dhofar 244","H5","178.3",2001
"Dhofar 245","L6","1074.6",2001
"Dhofar 246","H5","50",2001
"Dhofar 247","H6","97.8",2001
"Dhofar 248","LL6","38.3",2001
"Dhofar 249","H6","36.6",2001
"Dhofar 250","L6","585.7",2001
"Dhofar 251","L6","12.7",2001
"Dhofar 252","H3","64.3",2001
"Dhofar 253","H4/5","413",2001
"Dhofar 254","L6","191.8",2001
"Dhofar 255","H6","11.3",2001
"Dhofar 256","H6","1465.4",2001
"Dhofar 257","H6","2520.1",2001
"Dhofar 258","H5","110.2",2001
"Dhofar 259","L6","48.6",2001
"Dhofar 260","L6","6574.4",2001
"Dhofar 261","H4/5","787.5",2001
"Dhofar 262","H6","291.8",2001
"Dhofar 263","LL6","1698.1",2001
"Dhofar 264","L6","474.4",2001
"Dhofar 265","L4","324.3",2001
"Dhofar 266","H5","85.6",2001
"Dhofar 267","H5","1910",2000
"Dhofar 268","H4","124",2000
"Dhofar 269","H5","2006",2000
"Dhofar 270","LL5-6","50",2001
"Dhofar 271","H4","1335",2000
"Dhofar 272","L5","2073",2001
"Dhofar 273","L5","2085",2001
"Dhofar 274","L6","2475",2001
"Dhofar 275","Eucrite","353",2001
"Dhofar 276","H5","7285",2001
"Dhofar 277","L6","1930",2001
"Dhofar 278","L6","1666",2001
"Dhofar 279","L6","1932",2001
"Dhofar 280","Lunar (anorth)","251.2",2001
"Dhofar 281","L3.8","4936",2001
"Dhofar 282","L6","928",2001
"Dhofar 283","H6","1788",2001
"Dhofar 284","L6","1337",2001
"Dhofar 285","Eucrite-pmict","216",2001
"Dhofar 286","L6","1453",2001
"Dhofar 287","Lunar (basalt)","154",2001
"Dhofar 288","L6","996",2001
"Dhofar 289","H6","1180",2001
"Dhofar 290","Acapulcoite","62",2001
"Dhofar 291","L5","1164",2000
"Dhofar 292","H6","804",2000
"Dhofar 293","L5","2366",2001
"Dhofar 294","H3.9","5988",2001
"Dhofar 295","Ureilite","48",2002
"Dhofar 296","L5","1412",2000
"Dhofar 297","L6","698",2001
"Dhofar 298","H6","677",2001
"Dhofar 299","L3.9","410",2001
"Dhofar 300","Eucrite","624",2001
"Dhofar 301","Lunar (anorth)","9",2001
"Dhofar 302","Lunar (anorth)","3.83",2001
"Dhofar 303","Lunar (anorth)","4.15",2001
"Dhofar 304","Lunar (anorth)","10",2001
"Dhofar 305","Lunar (anorth)","34.11",2001
"Dhofar 306","Lunar (anorth)","12.86",2001
"Dhofar 307","Lunar (anorth)","50",2001
"Dhofar 308","Lunar (anorth)","2",2001
"Dhofar 309","Lunar (anorth)","81.3",2002
"Dhofar 310","Lunar (anorth)","10.8",2002
"Dhofar 311","Lunar (anorth)","4",2001
"Dhofar 312","Acapulcoite","354",2001
"Dhofar 313","H5","200",2001
"Dhofar 314","L6","501",2001
"Dhofar 315","H5","411.25",2001
"Dhofar 316","L6","3215",2001
"Dhofar 317","L5","2897",2001
"Dhofar 318","L6","522",2001
"Dhofar 319","H5","416",2000
"Dhofar 320","L6","413",2001
"Dhofar 321","H4","594",2001
"Dhofar 322","H5","658",2000
"Dhofar 323","H5","688",2001
"Dhofar 324","H6","448",2001
"Dhofar 325","L3.5","584",2001
"Dhofar 326","H5","618",2000
"Dhofar 327","L6","421",2001
"Dhofar 328","LL5","536",2000
"Dhofar 329","H6","475",2000
"Dhofar 330","L4","156",2002
"Dhofar 331","H5","946",2000
"Dhofar 332","H5","794",2000
"Dhofar 333","L6","410",2000
"Dhofar 334","H3.9","973",2000
"Dhofar 335","L6","555",2000
"Dhofar 336","L6","468",2001
"Dhofar 337","L5","580",2001
"Dhofar 338","H4","1140",2001
"Dhofar 339","L6","94",2001
"Dhofar 340","L4","236",2000
"Dhofar 341","H5","116",2000
"Dhofar 342","H5","58",2001
"Dhofar 343","H5","62",2001
"Dhofar 344","H5","76",2001
"Dhofar 345","H4","31",2000
"Dhofar 346","H5","1345",2001
"Dhofar 347","L6","62",2001
"Dhofar 348","L5","419",2001
"Dhofar 349","L6","412",2001
"Dhofar 350","H5","112",2001
"Dhofar 351","L6","258",2000
"Dhofar 352","L6","207",2000
"Dhofar 353","H5/6","666",2000
"Dhofar 354","H6","810",2000
"Dhofar 355","H6","641",2000
"Dhofar 356","H6","1372",2000
"Dhofar 357","H6","308",2000
"Dhofar 358","H6","185",2000
"Dhofar 359","H5-6","569",2000
"Dhofar 360","LL3-6","15300",2000
"Dhofar 361","H3","1715",2000
"Dhofar 362","H5","615",2000
"Dhofar 364","H3","307",2000
"Dhofar 365","H5","4623",2000
"Dhofar 366","H4","450",2000
"Dhofar 367","L6","147",2000
"Dhofar 368","H6","105.3",2000
"Dhofar 369","L4","269",2000
"Dhofar 370","L6","336",2000
"Dhofar 371","H4","852",2000
"Dhofar 372","H5","246",2000
"Dhofar 373","H6","383",2000
"Dhofar 374","H6","424",2000
"Dhofar 375","LL4-6","6933",2000
"Dhofar 376","L6","370",2000
"Dhofar 377","H6","92.6",2000
"Dhofar 378","Martian (shergottite)","15",2000
"Dhofar 379","L6","25000",2000
"Dhofar 380","H5","111",2001
"Dhofar 381","H5","680",2001
"Dhofar 382","H5/6","151",2001
"Dhofar 383","H5","139",2001
"Dhofar 384","H5","49",2001
"Dhofar 385","H5","480",2001
"Dhofar 386","H5/6","138",2001
"Dhofar 387","L6","491",2001
"Dhofar 388","H5","126",2001
"Dhofar 389","H5","160",2001
"Dhofar 390","L5/6","54",2001
"Dhofar 391","H5/6","284",2001
"Dhofar 392","H5/6","131",2001
"Dhofar 393","H5","5000",2001
"Dhofar 394","H5","1057",2001
"Dhofar 395","H6","1168",2001
"Dhofar 396","H5","1033",2001
"Dhofar 397","H5","1176",2001
"Dhofar 398","H5/6","574",2001
"Dhofar 399","L6","283",2001
"Dhofar 400","L5","492",2001
"Dhofar 401","L5/6","1304",2001
"Dhofar 402","H6","140",2001
"Dhofar 403","L5/6","409",2001
"Dhofar 404","H5","594",2001
"Dhofar 405","H5","8000",2001
"Dhofar 407","L5","403",2001
"Dhofar 408","L6","2355",2001
"Dhofar 409","H5","162",2001
"Dhofar 410","H5/6","620",2001
"Dhofar 412","H6","478",2001
"Dhofar 414","L6","5156",2001
"Dhofar 416","L/LL3","281",2001
"Dhofar 417","H4/5","161",2001
"Dhofar 418","H6","958",2001
"Dhofar 419","H6","68",2001
"Dhofar 420","L5/6","966",2001
"Dhofar 421","LL5","337",2001
"Dhofar 422","H6","90",2001
"Dhofar 423","H4/5","362",2001
"Dhofar 424","L6","67",2001
"Dhofar 425","L5","248",2001
"Dhofar 426","L6","196",2001
"Dhofar 428","H/L5","526",2001
"Dhofar 429","H4","189",2001
"Dhofar 430","L5/6","182",2001
"Dhofar 431","H5","446",2001
"Dhofar 432","L5/6","986",2001
"Dhofar 433","H5/6","615",2001
"Dhofar 434","H6","169",2001
"Dhofar 435","H6","6800",2001
"Dhofar 436","H5","209",2001
"Dhofar 437","H5/6","446",2001
"Dhofar 438","L6","566",2001
"Dhofar 439","H5/6","536",2001
"Dhofar 440","H5/6","108",2001
"Dhofar 442","H5","395",2001
"Dhofar 444","L6","1469",2001
"Dhofar 445","L6","240",2001
"Dhofar 446","L5","12400",2001
"Dhofar 448","L6","391",2001
"Dhofar 449","L6","74",2001
"Dhofar 450","L6","104",2001
"Dhofar 451","L6","745",2001
"Dhofar 452","L(LL)3","43",2001
"Dhofar 453","H6","482",2001
"Dhofar 454","H5","80",2001
"Dhofar 455","Howardite","63",2001
"Dhofar 457","Lunar (anorth)","99.5",2001
"Dhofar 458","Lunar (anorth)","36.7",2001
"Dhofar 459","Lunar (anorth)","31.5",2001
"Dhofar 460","Lunar (anorth)","73.1",2001
"Dhofar 461","Lunar (anorth)","33.7",2001
"Dhofar 462","Lunar (anorth)","44.7",2001
"Dhofar 463","Lunar (anorth)","24.3",2001
"Dhofar 464","Lunar (anorth)","22.3",2001
"Dhofar 465","Lunar (anorth)","70.7",2001
"Dhofar 466","Lunar (anorth)","69.2",2001
"Dhofar 467","Lunar (anorth)","36.2",2001
"Dhofar 468","Lunar (anorth)","18.9",2001
"Dhofar 469","H3-4","309",2001
"Dhofar 470","H4","1280",2001
"Dhofar 471","L6","158",2001
"Dhofar 472","LL3","57.1",2001
"Dhofar 473","L6","145",2001
"Dhofar 474","H3","747",2001
"Dhofar 475","L6","550",2001
"Dhofar 476","L6","160",2001
"Dhofar 477","L6","3796",2001
"Dhofar 478","H5/6","2683",2001
"Dhofar 479","H6","2512",2001
"Dhofar 480","Eucrite","101",2001
"Dhofar 481","H5","120",2001
"Dhofar 482","LL5","380",2001
"Dhofar 483","H3","817",2001
"Dhofar 484","H3/4","383",2001
"Dhofar 485","Howardite","1558",2001
"Dhofar 486","H5","855",2001
"Dhofar 487","H4","3549",2001
"Dhofar 488","H6","652",2001
"Dhofar 489","Lunar (anorth)","34.4",2001
"Dhofar 490","Lunar (anorth)","34.05",2001
"Dhofar 491","H(5?)","310",2001
"Dhofar 492","H","281",2001
"Dhofar 493","LL4","32",2001
"Dhofar 494","H5","31",2001
"Dhofar 495","H4","3184",2001
"Dhofar 496","L4","354",2000
"Dhofar 497","L4","710",2000
"Dhofar 498","H5","476",2000
"Dhofar 499","L6","87",2001
"Dhofar 500","Achondrite-ung","116",2000
"Dhofar 501","H4","104",2000
"Dhofar 502","H5","240",2000
"Dhofar 503","H3.9","320",2000
"Dhofar 504","H4","331",2000
"Dhofar 505","L5","375",2000
"Dhofar 506","H4","340",2000
"Dhofar 507","H5","288",2000
"Dhofar 508","L6","270",2000
"Dhofar 509","L6","238",2000
"Dhofar 510","H4","186",2000
"Dhofar 511","H4","52",2000
"Dhofar 512","L5","263.5",2000
"Dhofar 513","H5","434",2000
"Dhofar 514","L5","160",2000
"Dhofar 515","H5","315",2000
"Dhofar 516","LL6","145",2000
"Dhofar 517","L6","260",2000
"Dhofar 518","H6","247",2000
"Dhofar 519","H6","98",2000
"Dhofar 520","H5","48",2000
"Dhofar 521","L4","386",2000
"Dhofar 522","H4","186",2000
"Dhofar 523","H4","74",2000
"Dhofar 524","L5","204",2000
"Dhofar 525","L5","50",2000
"Dhofar 526","L6","346",2000
"Dhofar 527","H4","172",2001
"Dhofar 528","L5","374",2001
"Dhofar 529","H5","368",2001
"Dhofar 530","L4","240",2001
"Dhofar 531","L6","258",2001
"Dhofar 532","H5","86",2001
"Dhofar 533","L6","308",2000
"Dhofar 534","H5","173",2001
"Dhofar 535","Chondrite-ung","204",2000
"Dhofar 536","H5","5",2001
"Dhofar 537","H5","14",2001
"Dhofar 538","L5","230",2002
"Dhofar 539","H5","102",2001
"Dhofar 540","E4","104",2001
"Dhofar 541","H4","1233.3",2000
"Dhofar 542","H4/5","43.3",2000
"Dhofar 543","H6","265",2001
"Dhofar 544","H5","2392",2001
"Dhofar 545","LL4","513",2001
"Dhofar 546","L5","777",2001
"Dhofar 547","L5","514",2001
"Dhofar 548","H4","3677",2001
"Dhofar 549","H5","250",2001
"Dhofar 550","L6","280",2001
"Dhofar 551","H5/6","181",2001
"Dhofar 552","H5","362",2001
"Dhofar 553","H5","604",2001
"Dhofar 554","H5","751",2001
"Dhofar 555","H6","223",2001
"Dhofar 556","H5","247",2001
"Dhofar 557","H5","859",2001
"Dhofar 558","H6","680",2001
"Dhofar 559","H5","113",2001
"Dhofar 560","H5","593",2001
"Dhofar 561","H5","692",2001
"Dhofar 562","H5","1100",2001
"Dhofar 563","H5","242",2001
"Dhofar 564","H5","283",2001
"Dhofar 565","H5","466",2001
"Dhofar 566","H5","215",2001
"Dhofar 567","H6","328",2001
"Dhofar 568","H5/6","65",2001
"Dhofar 569","H5","56",2001
"Dhofar 570","L5","73",2001
"Dhofar 571","H5","371",2001
"Dhofar 572","H5","289",2001
"Dhofar 573","H5","55",2001
"Dhofar 574","H5","687",2001
"Dhofar 575","L6","127",2001
"Dhofar 576","H5","183",2001
"Dhofar 577","H6","494",2001
"Dhofar 578","L6","108",2001
"Dhofar 579","H5/6","206",2001
"Dhofar 580","LL6","812",2001
"Dhofar 582","H5-6","473",2001
"Dhofar 583","H6","1378",2001
"Dhofar 587","H5","537",2001
"Dhofar 588","L5/6","226",2001
"Dhofar 589","H4/5","83",2001
"Dhofar 590","H6","379",2001
"Dhofar 591","H4","215",2001
"Dhofar 592","L5/6","108",2001
"Dhofar 593","H4","182",2001
"Dhofar 594","H3-6","1806",2001
"Dhofar 595","H5","334",2001
"Dhofar 596","H5","764",2001
"Dhofar 597","H5","723",2001
"Dhofar 598","H5/6","36",2001
"Dhofar 599","L6","465",2001
"Dhofar 600","L6","183",2001
"Dhofar 601","H6","226",2001
"Dhofar 602","H5/6","137",2001
"Dhofar 603","L4","245",2001
"Dhofar 604","H5/6","300",2001
"Dhofar 605","H5/6","469",2001
"Dhofar 606","H3-5","259",2001
"Dhofar 607","H5","5000",2001
"Dhofar 608","H5/6","95",2001
"Dhofar 609","H4","97",2001
"Dhofar 610","H5","176",2001
"Dhofar 611","H4","99",2001
"Dhofar 612","L5","559",2001
"Dhofar 613","H5","482",2001
"Dhofar 614","L6","197",2001
"Dhofar 615","L3","966",2001
"Dhofar 616","H5/6","68",2001
"Dhofar 617","H6","7395",2001
"Dhofar 618","H5/6","51",2001
"Dhofar 619","H5/6","140",2001
"Dhofar 620","L6","154",2001
"Dhofar 621","L6","206",2001
"Dhofar 622","H4-an","60",2001
"Dhofar 623","L6","147",2001
"Dhofar 624","H5","1332",2001
"Dhofar 625","H5/6","314",2001
"Dhofar 626","L6","332",2001
"Dhofar 627","H5","361",2001
"Dhofar 628","H5/6","2220",2001
"Dhofar 629","H5","830",2001
"Dhofar 630","H5","146",2001
"Dhofar 631","H5","1395",2001
"Dhofar 632","LL5","79",2001
"Dhofar 633","H3","43",2001
"Dhofar 634","L6","436",2001
"Dhofar 635","L6","261",2001
"Dhofar 636","L5","718",2001
"Dhofar 637","L5","251",2001
"Dhofar 638","L6","103",2001
"Dhofar 639","L6","1521",2001
"Dhofar 640","H5/6","64",2001
"Dhofar 641","L6","72",2001
"Dhofar 642","L6","135",2001
"Dhofar 643","H6","124",2001
"Dhofar 644","L6","704",2001
"Dhofar 645","H3","48",2001
"Dhofar 646","H5/6","3518",2001
"Dhofar 647","L6","147",2001
"Dhofar 648","LL6","133",2001
"Dhofar 649","L6","33",2001
"Dhofar 650","L6","114",2001
"Dhofar 651","H5/6","218",2001
"Dhofar 652","H5/6","44",2001
"Dhofar 653","H5/6","1308",2001
"Dhofar 654","H5/6","167",2001
"Dhofar 655","H5","400",2001
"Dhofar 656","H4","724",2001
"Dhofar 657","H5/6","652",2001
"Dhofar 658","H4/5","225",2001
"Dhofar 659","L3-6","275",2001
"Dhofar 660","L5-6","963",2001
"Dhofar 661","LL4-6","95",2001
"Dhofar 662","H5","1511",2001
"Dhofar 663","H5","633",2001
"Dhofar 664","H5/6","988",2001
"Dhofar 665","H5/6","233",2001
"Dhofar 666","H5/6","94",2001
"Dhofar 667","H5","424",2001
"Dhofar 668","H5","500",2001
"Dhofar 669","H5","425",2001
"Dhofar 670","H5/6","633",2001
"Dhofar 671","L6","81",2001
"Dhofar 672","H6","453",2001
"Dhofar 673","L6","1493",2001
"Dhofar 674","L6","852",2001
"Dhofar 675","Ureilite","40",2001
"Dhofar 676","L6","110",2001
"Dhofar 677","L6","533",2001
"Dhofar 678","H5","698",2001
"Dhofar 679","H5","1653",2001
"Dhofar 680","L6","69",2001
"Dhofar 681","H5","109",2001
"Dhofar 682","H5/6","116",2001
"Dhofar 683","H5","126",2001
"Dhofar 684","L5","405",2001
"Dhofar 685","H5/6","379",2001
"Dhofar 686","L6","530",2001
"Dhofar 687","H5/6","945",2001
"Dhofar 688","L5","513",2001
"Dhofar 689","H5/6","503",2001
"Dhofar 690","L6","1769",2001
"Dhofar 691","L5","428",2001
"Dhofar 692","H5/6","53",2001
"Dhofar 693","H5","101",2001
"Dhofar 694","H5","147",2001
"Dhofar 695","H3.9","702",2002
"Dhofar 696","L6","233",2002
"Dhofar 697","L6","409",2002
"Dhofar 698","H4","268",2001
"Dhofar 699","H4","444",2002
"Dhofar 700","Diogenite","2770",2002
"Dhofar 701","L5","220",2002
"Dhofar 702","H4","2878",2002
"Dhofar 703","L5","205",2001
"Dhofar 704","L4","280",2001
"Dhofar 705","L6","283",2001
"Dhofar 706","H5","255",2001
"Dhofar 707","L5","205",2001
"Dhofar 708","H3","209",2001
"Dhofar 709","LL6","336",2001
"Dhofar 710","L6","182",2001
"Dhofar 711","L5","370",2001
"Dhofar 712","L6","577",2001
"Dhofar 713","H6","362",2001
"Dhofar 714","H5","207",2000
"Dhofar 715","LL4","252",2000
"Dhofar 716","LL5","361",2001
"Dhofar 717","L6","6",2001
"Dhofar 718","L5","38",2002
"Dhofar 719","L4","12",2002
"Dhofar 720","H4","392",2000
"Dhofar 721","H4","13605",2001
"Dhofar 722","H3.9","230",2001
"Dhofar 723","H5","166",2001
"Dhofar 724","LL5","48",2001
"Dhofar 725","H4","14",2001
"Dhofar 726","L6","262",2001
"Dhofar 727","H5","329",2001
"Dhofar 730","Lunar (anorth)","108",2002
"Dhofar 731","Lunar (anorth)","36",2002
"Dhofar 732","Achondrite-ung","17",2002
"Dhofar 733","Lunar (anorth)","98",2002
"Dhofar 735","CM2","381",2002
"Dhofar 743","L6","141",2002
"Dhofar 744","H6","132",2002
"Dhofar 745","H4","3600",2000
"Dhofar 746","H6","969",2000
"Dhofar 747","L3","1555",2000
"Dhofar 748","H6","1030",2000
"Dhofar 749","LL6","1730",2000
"Dhofar 750","L6","742",2000
"Dhofar 751","H6","1155",2000
"Dhofar 752","L6","444",2000
"Dhofar 753","H3/4","550",2000
"Dhofar 754","H4","538",2000
"Dhofar 755","L6","547",2000
"Dhofar 756","H5","362",2000
"Dhofar 757","H5","471",2000
"Dhofar 758","L6","253",2000
"Dhofar 759","H4/5","441",2000
"Dhofar 760","L5","163",2000
"Dhofar 761","H6","107",2000
"Dhofar 762","H6","235",2000
"Dhofar 763","L5","190",2000
"Dhofar 764","H5","195",2000
"Dhofar 765","L5","135",2000
"Dhofar 766","H6","152",2000
"Dhofar 767","H6","317",2000
"Dhofar 768","H5/6","195",2000
"Dhofar 769","L6","250",2000
"Dhofar 770","H5/6","376",2000
"Dhofar 771","H5","114",2000
"Dhofar 772","L6","9187",2000
"Dhofar 773","H5","295",2000
"Dhofar 774","L6","115",2000
"Dhofar 775","H5","212",2000
"Dhofar 776","L5","121",2000
"Dhofar 777","LL6","102",2000
"Dhofar 778","Diogenite","156",2000
"Dhofar 779","L5","126",2000
"Dhofar 780","H5/6","1856",2000
"Dhofar 781","H5","1200",2000
"Dhofar 782","L6","708",2000
"Dhofar 783","H6","426",2000
"Dhofar 784","H5","590",2000
"Dhofar 785","H4/5","98.45",2001
"Dhofar 786","H4/5","36.33",2001
"Dhofar 787","H4","382.5",2001
"Dhofar 788","H4","274.38",2001
"Dhofar 789","L6","430.54",2001
"Dhofar 790","H6","20.45",2001
"Dhofar 791","H6","146.52",2001
"Dhofar 792","H5","519.02",2001
"Dhofar 793","H6","151.13",2001
"Dhofar 794","H6","431.81",2001
"Dhofar 795","L6","32.18",2001
"Dhofar 796","H4","246.38",2001
"Dhofar 797","H6","132.19",2001
"Dhofar 798","H6","18.43",2001
"Dhofar 799","H4","56.11",2001
"Dhofar 800","L4","55.88",2001
"Dhofar 801","H6","119.15",2001
"Dhofar 802","H6","199.43",2001
"Dhofar 803","H6","22.43",2001
"Dhofar 804","H6","44.4",2001
"Dhofar 805","L6","237.94",2001
"Dhofar 806","L5","117.24",2001
"Dhofar 807","H5","1260",2001
"Dhofar 808","L6","2.5",2001
"Dhofar 809","L4","25.42",2001
"Dhofar 810","H4","82.57",2001
"Dhofar 811","H5","19.32",2001
"Dhofar 812","L5","24.87",2001
"Dhofar 813","L5","75.87",2001
"Dhofar 814","H5","99.81",2001
"Dhofar 815","H5","89.45",2001
"Dhofar 816","H5","23.86",2001
"Dhofar 817","H4","164.75",2001
"Dhofar 818","H6","82.43",2001
"Dhofar 819","H4","72.14",2001
"Dhofar 820","H4","49.3",2001
"Dhofar 821","H4","133.22",2001
"Dhofar 822","L5","39.3",2001
"Dhofar 823","H4","23.33",2001
"Dhofar 824","H6","12.05",2001
"Dhofar 825","H6","50.44",2001
"Dhofar 826","H6","63.98",2001
"Dhofar 827","H6","134.99",2001
"Dhofar 828","H5","225.86",2001
"Dhofar 829","H6","19.68",2001
"Dhofar 830","H5","15.68",2001
"Dhofar 831","H4","22.29",2001
"Dhofar 832","H4/5","7.84",2001
"Dhofar 833","H4/5","4.58",2001
"Dhofar 834","H4","4.04",2001
"Dhofar 835","H5","160.09",2001
"Dhofar 836","Ureilite","995",2000
"Dhofar 837","Ureilite","900.1",2000
"Dhofar 838","H6","170",2002
"Dhofar 839","H5","126",2002
"Dhofar 840","H4","126",2002
"Dhofar 841","H6","100",2002
"Dhofar 842","L5","136.75",2001
"Dhofar 843","L6","147",2001
"Dhofar 844","L6","182",2001
"Dhofar 845","H4","190",2001
"Dhofar 846","H6","156",2001
"Dhofar 847","H6","130",2001
"Dhofar 848","L5","162",2001
"Dhofar 849","L6","146",2001
"Dhofar 850","LL3","208",2002
"Dhofar 851","H5","62",2001
"Dhofar 852","H4","122",2001
"Dhofar 853","L6","50",2001
"Dhofar 854","L6","142",2001
"Dhofar 855","LL4","196",2001
"Dhofar 856","L6","145",2001
"Dhofar 857","H6","126",2001
"Dhofar 858","H3.9","88",2001
"Dhofar 859","H5","93.5",2001
"Dhofar 860","OC","394",2003
"Dhofar 861","H6","182",2001
"Dhofar 862","H5","50",2002
"Dhofar 863","L5","102",2002
"Dhofar 864","L6","1233",2002
"Dhofar 908","Lunar (anorth)","245",2003
"Dhofar 909","Lunar (anorth)","3.9",2003
"Dhofar 912","H4","19",2003
"Dhofar 913","H4","88",2003
"Dhofar 914","LL6","76",2003
"Dhofar 915","H5","8",2003
"Dhofar 916","H4","1350",2002
"Dhofar 917","LL6","12",2003
"Dhofar 918","LL5-6","134",2003
"Dhofar 919","H5","60",2003
"Dhofar 920","L6","26",2003
"Dhofar 921","L6","144",2003
"Dhofar 922","L6","2270",2003
"Dhofar 923","H3.9","190",2002
"Dhofar 924","L6","185",2002
"Dhofar 925","Lunar (basalt)","49",2003
"Dhofar 926","L5","411",2002
"Dhofar 927","H5","795",2002
"Dhofar 928","L5","178",2002
"Dhofar 929","L5","602",2002
"Dhofar 930","Eucrite-pmict","18",2003
"Dhofar 931","L6","105",2002
"Dhofar 932","L4","64",2001
"Dhofar 933","H4","48",2000
"Dhofar 934","H4","68",2000
"Dhofar 935","H5","1500",2002
"Dhofar 936","H4","62",2000
"Dhofar 937","L5","67",2002
"Dhofar 938","LL5","1248",2002
"Dhofar 939","H5","508",2002
"Dhofar 941","L6","74",2002
"Dhofar 942","L5","113",2002
"Dhofar 943","L5","166",2002
"Dhofar 944","H5","86",2002
"Dhofar 945","H5","74",2002
"Dhofar 946","LL5","2412",2002
"Dhofar 947","L5-6","170",2002
"Dhofar 948","L5","158",2002
"Dhofar 949","H5","38",2002
"Dhofar 950","Lunar (anorth)","21.7",2003
"Dhofar 951","H6","274",2002
"Dhofar 952","H6","68",2002
"Dhofar 953","H4","45",2002
"Dhofar 954","H4","212",2002
"Dhofar 955","CM2","16",2003
"Dhofar 956","L4","114",2002
"Dhofar 957","H4","550",2002
"Dhofar 958","H5","400",2002
"Dhofar 959","L6","702",2002
"Dhofar 960","Lunar (anorth)","35.4",2003
"Dhofar 961","Lunar (anorth)","21.6",2003
"Dhofar 962","H4","63.5",2004
"Dhofar 964","H4","1592",2004
"Dhofar 965","L6","247",2004
"Dhofar 966","L5","868",2004
"Dhofar 968","H4","79",2004
"Dhofar 969","H5","737.4",2004
"Dhofar 971","L4","108.3",2004
"Dhofar 972","H5","8.1",2004
"Dhofar 973","H4","423.5",2004
"Dhofar 974","LL4","79",2004
"Dhofar 975","L4","4230",2004
"Dhofar 977","H3","1728",2004
"Dhofar 978","L4","2467",2004
"Dhofar 979","Ureilite","1063",2004
"Dhofar 983","H6","82.6",2004
"Dhofar 984","H4","33",2004
"Dhofar 985","LL6","153.9",2004
"Dhofar 987","H4","69.3",2004
"Dhofar 989","H6","608.5",2004
"Dhofar 990","H4","165.3",2004
"Dhofar 991","LL6","12",2004
"Dhofar 992","L6","213.9",2004
"Dhofar 993","H3.8","114.5",2004
"Dhofar 995","H5","243.2",2003
"Dhofar 996","LL5","2717",2003
"Dhofar 999","H5","20.89",2001
"Diablo Pass","L6","246.6",2004
"Diamond Valley","H5","440",2001
"Digor","Iron, IIIAB","3800",2006
"Dimboola","H5","16000",1944
"Dimitrovgrad","Iron, IIIAB","100000",1949
"Dimmitt","H3.7","200000",1942
"Dimmitt (b)","OC","2800",1981
"Dingo Pup Donga","Ureilite","122.7",1965
"Dispatch","H","220",1956
"Divnoe","Achondrite-ung","12700",1981
"Dix","L6","44000",1927
"Djebel Chaab 001","L/LL6","1388",2003
"Djebel Chaab 002","LL6","30616",2003
"Djebel Chaab 003","L6","4570.2",2003
"Djebel In-Azzene","Iron, IIIAB","12500",1990
"Dolores","Iron, IIIAB","4333",2001
"Dominion Range 08013","CM2","28.8",2008
"Dominion Range 08001","Eucrite-br","1305.4",2008
"Dominion Range 08002","LL-imp melt","173.2",2008
"Dominion Range 08003","CM2","109",2008
"Dominion Range 08004","CO3","294.5",2008
"Dominion Range 08005","Eucrite-br","88.8",2008
"Dominion Range 08006","CO3","667.3",2008
"Dominion Range 08007","H5","24.7",2008
"Dominion Range 08008","Eucrite-br","27.1",2008
"Dominion Range 08009","CM2","5.2",2008
